timestamp_utc,id,symbol,side,type,price,amount,status,filled,remaining,info
2025-09-13T15:06:03.675941+00:00,138094844,BTC/USDT,buy,market,115838.7,8.6326935644132e-05,closed,8e-05,6.326935644132e-06,"{'id': '138094844', 'text': 'apiv4', 'amend_text': '-', 'create_time': '1757775963', 'update_time': '1757775963', 'create_time_ms': '1757775963747', 'update_time_ms': '1757775963747', 'status': 'closed', 'currency_pair': 'BTC_USDT', 'type': 'market', 'account': 'spot', 'side': 'buy', 'amount': '10', 'price': '0', 'time_in_force': 'ioc', 'iceberg': '0', 'left': '0.732904', 'filled_amount': '0.00008', 'fill_price': '9.267096', 'filled_total': '9.267096', 'avg_deal_price': '115838.7', 'fee': '0.00000008', 'fee_currency': 'BTC', 'point_fee': '0', 'gt_fee': '0', 'gt_maker_fee': '0', 'gt_taker_fee': '0', 'gt_discount': False, 'rebated_fee': '0', 'rebated_fee_currency': 'USDT', 'finish_as': 'filled'}"
2025-09-13T15:13:29.609891+00:00,138101102,BTC/USDT,buy,market,115884.7,0.000172585336977185,closed,0.00017,2.585336977185e-06,"{'id': '138101102', 'text': 'apiv4', 'amend_text': '-', 'create_time': '1757776409', 'update_time': '1757776409', 'create_time_ms': '1757776409566', 'update_time_ms': '1757776409566', 'status': 'closed', 'currency_pair': 'BTC_USDT', 'type': 'market', 'account': 'spot', 'side': 'buy', 'amount': '20', 'price': '0', 'time_in_force': 'ioc', 'iceberg': '0', 'left': '0.299601', 'filled_amount': '0.00017', 'fill_price': '19.700399', 'filled_total': '19.700399', 'avg_deal_price': '115884.7', 'fee': '0.00000017', 'fee_currency': 'BTC', 'point_fee': '0', 'gt_fee': '0', 'gt_maker_fee': '0', 'gt_taker_fee': '0', 'gt_discount': False, 'rebated_fee': '0', 'rebated_fee_currency': 'USDT', 'finish_as': 'filled'}"
2025-09-14T03:05:35.959061+00:00,138652715,BTC/USDT,buy,market,115729.7,8.6408242655083e-05,closed,8e-05,6.408242655083e-06,"{'id': '138652715', 'text': 'apiv4', 'amend_text': '-', 'create_time': '1757819135', 'update_time': '1757819135', 'create_time_ms': '1757819135974', 'update_time_ms': '1757819135974', 'status': 'closed', 'currency_pair': 'BTC_USDT', 'type': 'market', 'account': 'spot', 'side': 'buy', 'amount': '10', 'price': '0', 'time_in_force': 'ioc', 'iceberg': '0', 'left': '0.741624', 'filled_amount': '0.00008', 'fill_price': '9.258376', 'filled_total': '9.258376', 'avg_deal_price': '115729.7', 'fee': '0.00000008', 'fee_currency': 'BTC', 'point_fee': '0', 'gt_fee': '0', 'gt_maker_fee': '0', 'gt_taker_fee': '0', 'gt_discount': False, 'rebated_fee': '0', 'rebated_fee_currency': 'USDT', 'finish_as': 'filled'}"
